AÑ;TRIMESTRE;PROVEEDOR;COD DEPARTAMENTO;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;CABECERA MUNICIPAL;COD CENTRO POBLADO;CENTRO POBLADO;COBERTURA 2G;COBERTURA 3G;COBERTURA HSPA+, HSPA+DC;COBERTUTA 4G;COBERTURA LTE;COBERTURA 5G
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442020;PUEBLO NUEVO;S;S;S;S;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8573;PUERTO COLOMBIA;S;8573000;PUERTO COLOMBIA;N;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430015;LA VENTURA;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13688;SANTA ROSA DEL SUR;S;13688000;SANTA ROSA DEL SUR;S;S;S;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8549;PIOJ�;N;8549002;EL CERRITO;S;S;S;N;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13430;MAGANGU�;N;13430039;BOCA DE GUAMAL;S;S;N;N;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13300;HATILLO DE LOBA;S;13300000;HATILLO DE LOBA;N;S;S;S;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650005;SANTA ROSA;N;S;S;S;N;N
2022;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573002;SALGAR;S;S;S;N;N;N
2022;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;S;S;S;S;N;N
2021;4;AVANTEL S.A.S;8;ATLÁNTIC;8433;MALAMBO;S;8433000;MALAMBO;S;S;S;S;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13744;SIMIT�;N;13744022;EL PIÑA;N;N;N;S;N;N
2022;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620000;SAN CRISTÓBA;N;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13042;ARENAL;N;13042002;CARNIZALA;S;N;N;N;N;N
2021;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8606;REPELÓ;N;8606004;ROTINET;S;N;N;N;N;N
2023;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13433;MAHATES;S;13433000;MAHATES;N;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;13052003;ROCHA;S;N;N;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13894;ZAMBRANO;S;13894000;ZAMBRANO;S;S;S;N;N;N
2023;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8558;POLONUEVO;S;8558000;POLONUEVO;N;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300006;SAN MIGUEL;S;S;S;N;N;N
2022;4;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8421;LURUACO;S;8421000;LURUACO;N;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001002;ARROYO GRANDE;S;S;S;N;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;S;13744000;SIMIT�;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;S;13458000;MONTECRISTO;S;S;S;S;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8141;CANDELARIA;N;8141002;BUENAVENTURA DE LEÑ;S;N;N;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8372;JUAN DE ACOSTA;S;8372000;JUAN DE ACOSTA;S;S;S;S;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468013;LA RINCONADA;S;S;S;N;N;N
2021;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;N;13430013;JUAN ARIAS;N;S;S;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654005;SAN CRISTÓBA;S;S;N;N;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13442;MARÍA LA BAJ;S;13442000;MARÍA LA BAJ;N;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13006;ACH�;N;13006002;BOYAC�;S;S;N;N;N;N
2021;3;AVANTEL S.A.S;13;BOLÍVA;13810;TIQUISIO;S;13810000;PUERTO RICO;S;S;S;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;N;13655006;MÉJIC;S;N;N;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442025;LA PISTA;S;S;S;S;N;N
2023;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13670;SAN PABLO;N;13670005;EL SOCORRO;N;N;N;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13673;SANTA CATALINA;N;13673005;LOMA DE ARENA;S;S;N;N;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13062;ARROYOHONDO;N;13062001;MACHADO;N;N;N;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430007;CEIBAL;S;S;N;N;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006022;PUERTO ISABEL;S;N;N;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8078;BARANOA;S;8078000;BARANOA;S;S;S;S;N;N
2021;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13673;SANTA CATALINA;S;13673000;SANTA CATALINA;N;S;S;N;N;N
2021;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;N;8558001;PITAL DEL CARLÍN (PITALITO;N;N;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;N;13657006;SAN PEDRO CONSOLADO;S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;S;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13001;CARTAGENA;N;13001001;ARROYO DE PIEDRA;N;S;S;S;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13673;SANTA CATALINA;N;13673007;COLORADO;N;N;N;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468000;MOMPÓ;S;S;S;S;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;S;13440000;MARGARITA;S;S;S;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001015;ARARCA;S;N;N;N;N;N
2023;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;N;13430020;PIÑALIT;N;N;N;S;N;N
2021;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001020;PONTEZUELA;N;S;N;N;N;N
2022;1;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13650;SAN FERNANDO;S;13650000;SAN FERNANDO;N;S;S;N;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;S;13140000;CALAMAR;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8433;MALAMBO;S;8433000;MALAMBO;S;S;S;S;N;N
2022;1;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13580;REGIDOR;N;13580001;PIÑA;N;N;N;S;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13006;ACH�;N;13006033;PUERTO VENECIA;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8560;PONEDERA;N;8560003;PUERTO GIRALDO;S;S;S;S;N;N
2022;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13600;RÍO VIEJ;S;13600000;RÍO VIEJ;N;S;S;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001019;PUERTO REY;S;N;N;N;N;N
2022;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647000;SAN ESTANISLAO DE KOSTKA;N;S;S;S;N;N
2022;3;AVANTEL S.A.S;8;ATLÁNTIC;8634;SABANAGRANDE;S;8634000;SABANAGRANDE;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13030;ALTOS DEL ROSARIO;N;13030002;LA PACHA;S;S;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006033;PUERTO VENECIA;N;N;N;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;N;13440001;BOTÓN DE LEIV;S;N;N;N;N;N
2021;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13160;CANTAGALLO;N;13160002;BRISAS DE BOLÍVA;S;S;N;N;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8141;CANDELARIA;S;8141000;CANDELARIA;N;S;S;N;N;N
2022;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13188;CICUCO;S;13188000;CICUCO;N;S;S;S;N;N
2022;1;AVANTEL S.A.S;13;BOLÍVA;13580;REGIDOR;S;13580000;REGIDOR;S;S;S;N;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430021;SAN RAFAEL DE CORTINA;S;S;S;N;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13430;MAGANGU�;S;13430000;MAGANGU�;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573003;SABANILLA (MONTE CARMELO);S;S;S;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212001;GUAIMARAL;N;N;N;S;N;N
2021;3;AVANTEL S.A.S;13;BOLÍVA;13062;ARROYOHONDO;S;13062000;ARROYOHONDO;S;S;S;N;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13430;MAGANGU�;N;13430039;BOCA DE GUAMAL;S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8078;BARANOA;N;8078001;CAMPECHE;S;S;S;S;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137000;CAMPO DE LA CRUZ;S;S;S;S;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8832;TUBAR�;N;8832007;CORRAL DE SAN LUIS;S;N;N;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13430;MAGANGU�;N;13430036;PLAYA DE LAS FLORES;S;N;N;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468015;LOMA DE SIMÓ;S;N;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001005;BOCACHICA;S;N;N;N;N;N
2021;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8433;MALAMBO;S;8433000;MALAMBO;S;S;S;S;N;N
2021;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;S;8372001;JUAN DE ACOSTA;N;N;N;N;S;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006003;BUENAVISTA;S;S;S;N;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442044;TOMA RAZÓ;S;S;S;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440005;DOÑA JUAN;S;S;N;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836006;PUEBLO NUEVO;S;S;N;N;N;N
2021;4;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8078;BARANOA;S;8078000;BARANOA;N;S;S;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8832;TUBAR�;S;8832000;TUBAR�;S;S;S;N;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8549;PIOJ�;S;8549000;PIOJ�;S;S;S;S;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780023;TALAIGUA VIEJO;S;S;N;N;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744011;MONTERREY;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8421;LURUACO;N;8421002;PALMAR DE CANDELARIA;S;N;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13667;SAN MARTÍN DE LOB;N;13667002;CHIMI;S;S;S;S;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685000;SANTO TOMÁ;N;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8638;SABANALARGA;S;8638000;SABANALARGA;S;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638001;AGUADA DE PABLO;S;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442002;EL NÍSPER;S;S;S;S;N;N
2022;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13650;SAN FERNANDO;S;13650000;SAN FERNANDO;S;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;N;13657006;SAN PEDRO CONSOLADO;S;N;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458001;BETANIA;S;N;N;N;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620000;SAN CRISTÓBA;N;N;N;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620000;SAN CRISTÓBA;S;S;S;S;N;N
2021;4;AVANTEL S.A.S;8;ATLÁNTIC;8372;JUAN DE ACOSTA;S;8372000;JUAN DE ACOSTA;S;S;S;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001007;ISLA FUERTE;S;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8606;REPELÓ;N;8606003;LAS TABLAS;S;S;S;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13433;MAHATES;N;13433003;MALAGANA;S;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;S;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;S;13657000;SAN JUAN NEPOMUCENO;S;S;S;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647000;SAN ESTANISLAO DE KOSTKA;S;S;S;S;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780005;CAÑOHOND;S;N;N;N;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;S;S;S;S;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8606;REPELÓ;N;8606002;CIEN PESOS;S;S;S;N;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;N;13440001;BOTÓN DE LEIV;S;N;N;N;N;N
2022;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8606;REPELÓ;N;8606005;VILLA ROSA;S;S;S;S;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8849;USIACUR�;S;8849000;USIACUR�;S;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;N;8421004;SAN JUAN DE TOCAGUA;S;N;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638007;MIRADOR;S;S;S;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137000;CAMPO DE LA CRUZ;S;S;S;S;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442026;MARQUEZ;S;N;N;N;N;N
2022;1;AVANTEL S.A.S;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;S;13657000;SAN JUAN NEPOMUCENO;S;S;S;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;S;13440000;MARGARITA;S;S;S;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8421;LURUACO;S;8421000;LURUACO;S;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006003;BUENAVISTA;S;S;S;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780024;LADERA DE SAN MARTÍ;S;S;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244005;MACAYEPOS;S;S;S;S;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244014;SANTA LUCÍ;S;S;S;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244014;SANTA LUCÍ;S;S;S;N;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;N;13440010;SAN JOSÉ DE LOS TRAPICHE;S;N;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8421;LURUACO;S;8421001;LURUACO;S;S;S;N;S;N
2022;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13580;REGIDOR;N;13580001;PIÑA;N;N;N;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;13052002;GAMBOTE;S;S;N;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;N;8421006;LOS LÍMITE;S;N;N;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13052;ARJONA;N;13052004;SINCERÍ;S;N;N;N;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001001;ARROYO DE PIEDRA;S;S;S;N;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13458;MONTECRISTO;S;13458000;MONTECRISTO;N;S;S;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13160;CANTAGALLO;S;13160000;CANTAGALLO;S;S;S;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001029;MANZANILLO DEL MAR;S;S;S;S;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8634;SABANAGRANDE;S;8634000;SABANAGRANDE;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440001;BOTÓN DE LEIV;S;S;S;S;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001012;SANTA ANA;S;N;N;N;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140004;HATO VIEJO;S;S;N;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8078;BARANOA;N;8078002;PITAL;S;S;S;S;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442015;EL FLORIDO;N;N;N;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13873;VILLANUEVA;N;13873001;ZIPACOA;S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685000;SANTO TOMÁ;S;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647000;SAN ESTANISLAO DE KOSTKA;S;S;S;S;N;N
2022;3;AVANTEL S.A.S;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;S;S;S;S;N;N
2022;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8560;PONEDERA;N;8560003;PUERTO GIRALDO;S;S;S;S;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13433;MAHATES;N;13433004;SAN BASILIO DE PALENQUE;S;N;N;N;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13473;MORALES;N;13473003;EL DIQUE;S;S;N;N;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442023;EL SENA;S;N;N;N;N;N
2023;3;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685000;SANTO TOMÁ;N;S;S;S;N;N
2021;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;N;N;N;N;S;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300007;CERRO DE LAS AGUADAS;S;N;N;N;N;N
2022;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13030;ALTOS DEL ROSARIO;S;13030000;ALTOS DEL ROSARIO;N;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780011;VESUBIO;S;S;N;N;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13744;SIMIT�;S;13744000;SIMIT�;S;S;S;S;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;N;8421006;LOS LÍMITE;S;N;N;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8549;PIOJ�;S;8549000;PIOJ�;S;S;S;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8141;CANDELARIA;N;8141001;SAN JOSÉ DEL CARRETA;S;S;S;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001038;PUERTO BELLO;S;N;N;N;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300007;CERRO DE LAS AGUADAS;S;N;N;N;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13212;CÓRDOB;S;13212000;CÓRDOB;S;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442027;MUNGUIA;S;S;S;N;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13052;ARJONA;S;13052000;ARJONA;N;S;S;S;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001028;LAS EUROPAS;S;S;S;S;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;S;13549000;PINILLOS;S;S;S;S;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;S;13655000;SAN JACINTO DEL CAUCA;S;S;S;S;N;N
2022;1;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137000;CAMPO DE LA CRUZ;N;S;S;S;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8849;USIACUR�;S;8849000;USIACUR�;S;S;S;S;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8433;MALAMBO;N;8433001;CARACOL�;S;S;S;S;N;N
